athlete_id,Athlete,Country,Gender
16724,"HOWE, Paul Tony",GBR,Men
16725,"FLOAT, Jeffrey James",USA,Men
16726,"HAYES, Lawrence Bruce",USA,Men
16727,"HEATH, Michael Steward",USA,Men
16728,"LARSON, David Erwin",USA,Men
16729,"FAHRNER, Thomas",FRG,Men
16730,"GROSS, Michael",FRG,Men
16731,"KORTHALS, Dirk",FRG,Men
16732,"SCHOWTKA, Alexander",FRG,Men
16733,"HARDCASTLE, Sarah",GBR,Women
16734,"COHEN, Tiffany Lisa",USA,Women
16735,"RICHARDSON, Michele",USA,Women
16736,"KIMURA, Saeko",JPN,Women
16737,"MOTOYOSHI, Miwako",JPN,Women
16738,"COSTIE, Candace",USA,Women
16739,"RUIZ-CONFORTO, Tracie Lehuanani",USA,Women
16740,"HAMBROOK, Sharon",CAN,Women
16741,"KRYCZKA, Kelly",CAN,Women
16742,"MOTOYOSHI, Miwako",JPN,Women
16743,"RUIZ-CONFORTO, Tracie Lehuanani",USA,Women
16744,"WALDO, Carolyn",CAN,Women
16745,"CHALMOWSKY, Santiago",FRG,Men
16746,"FERNANDEZ, Armando",FRG,Men
16747,"FREUND, Roland",FRG,Men
16748,"HOPPE, Rainer",FRG,Men
16749,"HUBER, Thomas",FRG,Men
16750,"LOEBB, Thomas",FRG,Men
16751,"OBSCHERNIKAT, Werner",FRG,Men
16752,"OSSELMANN, Rainer",FRG,Men
16753,"OTTO, Frank",FRG,Men
16754,"RÖHLE, Peter",FRG,Men
16755,"SCHRODER, Jurgen",FRG,Men
16756,"STAMM, Hagen",FRG,Men
16757,"THEISMANN, Dirk",FRG,Men
16758,"ANDRIC, Dragan",YUG,Men
16759,"BEBIC, Milivoj",YUG,Men
16760,"BUKIC, Perica",YUG,Men
16761,"DJUHO, Veselin",YUG,Men
16762,"KRIVOKAPIC, Milorad",YUG,Men
16763,"LUSIC, Deni",YUG,Men
16764,"MILANOVIC, Igor",YUG,Men
16765,"PASKVALIN, Tomislav",YUG,Men
16766,"PETROVIC, Zoran",YUG,Men
16767,"POPOVIC, Andrija",YUG,Men
16768,"ROJE, Zoran",YUG,Men
16769,"SUKNO, Goran",YUG,Men
16770,"VULETIC, Bozo",YUG,Men
16771,"BURKE, Douglas Lambert",USA,Men
16772,"CAMPBELL, George Peter",USA,Men
16773,"CAMPBELL, Jodocus David",USA,Men
16774,"DORST, Christopher Taylor",USA,Men
16775,"FIGUEROA, Gary Lee",USA,Men
16776,"MCDONALD, Andrew J.",USA,Men
16777,"ROBERTSON, Kevin George",USA,Men
16778,"SCHROEDER, Terence Alan",USA,Men
16779,"SHAW, Timothy Andrew",USA,Men
16780,"SIMAN, John O'Connell",USA,Men
16781,"SVENDSEN, Jon Howard",USA,Men
16782,"VARGAS, Joseph Michael",USA,Men
16783,"WILSON, Craig Martin",USA,Men
16784,"YAMAMOTO, Hiroshi",JPN,Men
16785,"PACE, Darrell Owen",USA,Men
16786,"MCKINNEY, Richard Lee",USA,Men
16787,"KIM, Jin-Ho",KOR,Women
16788,"SEO, Hyang-Soon",KOR,Women
16789,"LI, Ling-Juan",CHN,Women
16790,"MUSYOKI, Michael",KEN,Men
16791,"COVA, Alberto",ITA,Men
16792,"MCLEOD, Michael",GBR,Men
16793,"JOHNSON, Ben",CAN,Men
16794,"LEWIS, Carl",USA,Men
16795,"GRADDY, Samuel Louis",USA,Men
16796,"OTTEY-PAGE, Merlene",JAM,Women
16797,"ASHFORD, Evelyn",USA,Women
16798,"BROWN, Alice Regina",USA,Women
16799,"CHARDONNET, Michele",FRA,Women
16800,"TURNER, Kim",USA,Women
16801,"FITZGERALD-BROWN, Benita",USA,Women
16802,"STRONG, Shirley",GBR,Women
16803,"BRYGGARE, Arto",FIN,Men
16804,"KINGDOM, Roger",USA,Men
16805,"FOSTER, Gregory",USA,Men
16806,"ABASCAL GOMEZ, Jose Manuel",ESP,Men
16807,"COE, Sebastian",GBR,Men
16808,"CRAM, Stephen",GBR,Men
16809,"PUICA, Maricica",ROU,Women
16810,"DORIO, Gabriella",ITA,Women
16811,"BESLIU-MELINTE, Doina",ROU,Women
16812,"JEFFERSON, Thomas Theodore",USA,Men
16813,"LEWIS, Carl",USA,Men
16814,"BAPTISTE, Kirk",USA,Men
16815,"OTTEY-PAGE, Merlene",JAM,Women
16816,"BRISCO-HOOKS, Valerie Ann",USA,Women
16817,"GRIFFITH-JOYNER, Florence",USA,Women
16818,"DAMILANO, Maurizio",ITA,Men
16819,"CANTO GUDINO, Ernesto",MEX,Men
16820,"GONZALEZ, Raul",MEX,Men
16821,"WILLIAMS, Lynn",CAN,Women
16822,"PUICA, Maricica",ROU,Women
16823,"SLY, Wendy",GBR,Women
16824,"DIEMER, Brian Lee",USA,Men
16825,"KORIR, Julius",KEN,Men
16826,"MAHMOUD, Joseph",FRA,Men
16827,"MCKAY, Antonio Ricardo",USA,Men
16828,"BABERS, Alonzo C.",USA,Men
16829,"TIACOH, Gabriel",CIV,Men
16830,"SMALLWOOD-COOK, Kathryn",GBR,Women
16831,"BRISCO-HOOKS, Valerie Ann",USA,Women
16832,"CHEESEBOROUGH, Chandra Danette",USA,Women
16833,"SCHMID, Harald",FRG,Men
16834,"MOSES, Edwin",USA,Men
16835,"HARRIS, Daniel Lee",USA,Men
16836,"COJOCARU, Cristina",ROU,Women
16837,"EL MOUTAWAKEL, Nawal",MAR,Women
16838,"BROWN, Judith Lynne",USA,Women
16839,"HINDS, Sterling",CAN,Men
16840,"JOHNSON, Ben",CAN,Men
16841,"SHARPE, Anthony",CAN,Men
16842,"WILLIAMS, Desai",CAN,Men
16843,"BROWN, Ronald James",USA,Men
16844,"GRADDY, Samuel Louis",USA,Men
16845,"LEWIS, Carl",USA,Men
16846,"SMITH, Calvin",USA,Men
16847,"LAWRENCE, Albert",JAM,Men
16848,"MEGHOO, Gregory",JAM,Men
16849,"QUARRIE, Donald",JAM,Men
16850,"STEWART, Ray",JAM,Men
16851,"GODDARD-CALLENDER, Beverley",GBR,Women
16852,"HUNTE-OAKES, Heather",GBR,Women
16853,"JACOBS, Simmone",GBR,Women
16854,"SMALLWOOD-COOK, Kathryn",GBR,Women
16855,"ASHFORD, Evelyn",USA,Women
16856,"BOLDEN, Jeanette",USA,Women
16857,"BROWN, Alice Regina",USA,Women
16858,"CHEESEBOROUGH, Chandra Danette",USA,Women
16859,"BAILEY, Angela",CAN,Women
16860,"GAREAU, France",CAN,Women
16861,"PAYNE-WIGGINS, Marita",CAN,Women
16862,"TAYLOR-ISSAJENKO, Angella",CAN,Women
16863,"EGBUNIKE, Innocent",NGR,Men
16864,"PETERS, Rotimi",NGR,Men
16865,"UGBUSIEN, Moses",NGR,Men
16866,"UTI, Sunday",NGR,Men
16867,"ARMSTEAD, Raymond",USA,Men
16868,"BABERS, Alonzo C.",USA,Men
16869,"MCKAY, Antonio Ricardo",USA,Men
16870,"NIX, Sunder L.",USA,Men
16871,"AKABUSI, Kriss Kezie Uche",GBR,Men
16872,"BENNETT, Todd Anthony",GBR,Men
16873,"BROWN, Philip Andrew",GBR,Men
16874,"COOK, Gary Peter",GBR,Men
16875,"BUSSMANN, Gabriele",FRG,Women
16876,"GAUGEL, Heidi-Elke",FRG,Women
16877,"SCHULTE-MATTLER-SCHMIDT, Heike",FRG,Women
16878,"THIMM-FINGER, Ute",FRG,Women
16879,"BRISCO-HOOKS, Valerie Ann",USA,Women
16880,"CHEESEBOROUGH, Chandra Danette",USA,Women
16881,"HOWARD, Sherryl Frances",USA,Women
16882,"LEATHERWOOD-KING, Lillie Mae",USA,Women
16883,"CROOKS, Charmaine",CAN,Women
16884,"KILLINGBECK, Molly",CAN,Women
16885,"PAYNE-WIGGINS, Marita",CAN,Women
16886,"RICHARDSON-BRISCOE, Jillian",CAN,Women
16887,"LEITAO, Antonio",POR,Men
16888,"AOUITA, Said",MAR,Men
16889,"RYFFEL, Markus",SUI,Men
16890,"BELLUCCI, Sandro",ITA,Men
16891,"GONZALEZ, Raul",MEX,Men
16892,"GUSTAFSSON, Bo",SWE,Men
16893,"JONES, Earl",USA,Men
16894,"CRUZ, Joaquim",BRA,Men
16895,"COE, Sebastian",GBR,Men
16896,"LOVIN, Fita",ROU,Women
16897,"BESLIU-MELINTE, Doina",ROU,Women
16898,"GALLAGHER, Kimberley Ann",USA,Women
16899,"WENTZ, Siegfried",FRG,Men
16900,"THOMPSON, Daley",GBR,Men
16901,"HINGSEN, Jurgen",FRG,Men
16902,"POWELL, John Gates",USA,Men
16903,"DANNEBERG, Rolf",FRG,Men
16904,"WILKINS, Malcolm Maurice",USA,Men
16905,"TACU-CRAICIUNESCU, Florenta",ROU,Women
16906,"STALMAN, Ria G.",NED,Women
16907,"DENIZ, Leslie Jean",USA,Women
16908,"PLOGHAUS, Klaus",FRG,Men
16909,"TIAINEN, Juha",FIN,Men
16910,"RIEHM, Karl-Hans",FRG,Men
16911,"EVERTS, Sabine",FRG,Women
16912,"NUNN-SAUNDERS-CEARNS, Glyniss Leanne",AUS,Women
16913,"JOYNER-KERSEE, Jackie",USA,Women
16914,"ZHU, Jian-Hua",CHN,Men
16915,"MÖGENBURG, Dietmar",FRG,Men
16916,"SJÖBERG, Patrick",SWE,Men
16917,"HUNTLEY, Johanna Luann",USA,Women
16918,"MEYFARTH, Ulrike",FRG,Women
16919,"SIMEONI, Sara",ITA,Women
16920,"ELDEBRINK, Kenth",SWE,Men
16921,"HARKONEN, Arto",FIN,Men
16922,"OTTLEY, David",GBR,Men
16923,"WHITBREAD, Fatima",GBR,Women
16924,"SANDERSON, Teresa",GBR,Women
16925,"LILLAK, Kristiina",FIN,Women
16926,"EVANGELISTI, Giovanni",ITA,Men
16927,"LEWIS, Carl",USA,Men
16928,"HONEY, Gary",AUS,Men
16929,"HEARNSHAW, Susan",GBR,Women
16930,"CUSMIR-STANCIU, Anisoara",ROU,Women
16931,"IONESCU, Valeria (Vali)",ROU,Women
16932,"SPEDDING, Charles",GBR,Men
16933,"LOPES, Carlos",POR,Men
16934,"TREACY, John",IRL,Men
16935,"MOTA, Rosa",POR,Women
16936,"BENOIT, Joan",USA,Women
16937,"WAITZ-ANDERSEN, Grete",NOR,Women
16938,"BELL, Earl Holmes",USA,Men
16939,"VIGNERON, Thierry",FRA,Men
16940,"QUINON, Pierre",FRA,Men
16941,"TULLY, Michael Scott",USA,Men
16942,"LAUT, David Lester",USA,Men
16943,"ANDREI, Alessandro",ITA,Men
16944,"CARTER, Michael D'Andrea",USA,Men
16945,"MULHALL-MARTIN, Gael",AUS,Women
16946,"LOSCH, Claudia",FRG,Women
16947,"LOGHIN, Mihaela",ROU,Women
16948,"CONNOR, Keith",GBR,Men
16949,"JOYNER, Alfredrick Alphonzo",USA,Men
16950,"CONLEY, Mike",USA,Men
16951,"DALIPAGIC, Drazen",YUG,Men
16952,"HADZIC, Saabit",YUG,Men
16953,"KNEGO, Andro",YUG,Men
16954,"MUTAPCIC, Emir",YUG,Men
16955,"NAKIC-VOJNOVIC, Mihovil",YUG,Men
16956,"PETROVIC, Aleksandar",YUG,Men
16957,"PETROVIC, Drazen",YUG,Men
16958,"RADOVANOVIC, Ratko",YUG,Men
16959,"SUNARA, Ivan",YUG,Men
16960,"VUKICEVIC, Branko",YUG,Men
16961,"ZIZIC, Rajko",YUG,Men
16962,"ZORKIC, Nebojsa",YUG,Men
16963,"ALFORD, Steven Todd",USA,Men
16964,"EWING, Patrick Aloysius",USA,Men
16965,"FLEMING, Vernon",USA,Men
16966,"JORDAN, Michael",USA,Men
16967,"KLEINE, Joseph William",USA,Men
16968,"KONCAK, Jon Francis",USA,Men
16969,"MULLIN, Christopher Paul",USA,Men
16970,"PERKINS, Samuel Bruce",USA,Men
16971,"ROBERTSON, Alvin Cyrrale",USA,Men
16972,"TISDALE, Wayman Lawrence",USA,Men
16973,"TURNER, Jeffrey Stephen",USA,Men
16974,"WOOD, Leonard III",USA,Men
16975,"ARCEGA APERTE, Fernando",ESP,Men
16976,"BEIRAN LOZANO, Jose Manuel",ESP,Men
16977,"CORBALAN ALFOCER, Juan Antonio",ESP,Men
16978,"DE LA CRUZ FERMANELLI, Juan Domingo",ESP,Men
16979,"JIMENEZ FERNANDEZ, Andres",ESP,Men
16980,"LLORENTE GENTO, Jose Luis",ESP,Men
16981,"LOPEZ, Juan Maria",ESP,Men
16982,"MARGALL TAULER, Jose Maria",ESP,Men
16983,"MARTIN ESPINA, Fernando",ESP,Men
16984,"ROMAY PEREIRO, Fernando",ESP,Men
16985,"SAN EPIFANIO RUIZ, Juan Antonio",ESP,Men
16986,"SOLOZABAL, Ignacio",ESP,Men
16987,"BA, Yan",CHN,Women
16988,"CHEN, Yue-Fang",CHN,Women
16989,"CONG, Xuedi",CHN,Women
16990,"LI, Xiao-Qin",CHN,Women
16991,"LIU, Qing",CHN,Women
16992,"QIU, Chen",CHN,Women
16993,"SONG, Xiao-Bo",CHN,Women
16994,"WANG, Jun",CHN,Women
16995,"XIU, Li-Juan",CHN,Women
16996,"ZHANG, Hui",CHN,Women
16997,"ZHANG, Yue-Qin",CHN,Women
16998,"ZHENG, Haixia",CHN,Women
16999,"BOSWELL, Catherine La Ora",USA,Women
17000,"CURRY, Denise Marie",USA,Women
17001,"DONOVAN, Anne Theresa",USA,Women
17002,"EDWARDS, Teresa",USA,Women
17003,"HENRY, Ludi 'Lea'",USA,Women
17004,"LAWRENCE, Janice Faye",USA,Women
17005,"MCGEE, Pamela Denise",USA,Women
17006,"MENKEN-SCHAUDT, Carol Jean",USA,Women
17007,"MILLER, Cheryl Deann",USA,Women
17008,"MULKEY, Kimberly Duane",USA,Women
17009,"NOBLE, Cindy Jo.",USA,Women
17010,"WOODARD, Lynette",USA,Women
17011,"CHOI, Aei-Young",KOR,Women
17012,"CHOI, Kyung-Hee",KOR,Women
17013,"JEONG, Myung-Hee",KOR,Women
17014,"KIM, Eun-Sook",KOR,Women
17015,"KIM, Hwa-Soon",KOR,Women
17016,"KIM, Young-Hee",KOR,Women
17017,"LEE, Hyung-Sook",KOR,Women
17018,"LEE, Mi-Ja",KOR,Women
17019,"MOON, Kyung-Ja",KOR,Women
17020,"PARK, Chan-Sook",KOR,Women
17021,"PARK, Yang-Gae",KOR,Women
17022,"SUNG, Jung-A",KOR,Women
17023,"BOLIVAR, Jose Marcelino",VEN,Men
17024,"MWILA, Keith",ZAM,Men
17025,"GONZALEZ, Paul Garza Jr.",USA,Men
17026,"TODISCO, Salvatore",ITA,Men
17027,"SALIHU, Azis",YUG,Men
17028,"WELLS, Robert",GBR,Men
17029,"BIGGS, Tyrell",USA,Men
17030,"DAMIANI, Francesco",ITA,Men
17031,"BILALI, Ibrahim",KEN,Men
17032,"CAN, Eyup",TUR,Men
17033,"MCCRORY, Steven D.",USA,Men
17034,"REDZEPOVSKI, Redzep",YUG,Men
17035,"NOLASCO, Pedres",DOM,Men
17036,"WALTERS, Dale",CAN,Men
17037,"STECCA, Maurizio",ITA,Men
17038,"LOPEZ, Hector",MEX,Men
17039,"AYKAC, Turgut",TUR,Men
17040,"CATARI PERAZA, Omar",VEN,Men
17041,"TAYLOR, Meldrick",USA,Men
17042,"KONYEGWACHIE, Peter",NGR,Men
17043,"CHUN, Chil-Sung",KOR,Men
17044,"NDONGO-EBANGA, Martin",CMR,Men
17045,"WHITAKER, Pernell",USA,Men
17046,"ORTIZ, Luis F.",PUR,Men
17047,"FULGER, Mircea",ROU,Men
17048,"PUZOVIC, Mirko",YUG,Men
17049,"PAGE, Jeremy Louis",USA,Men
17050,"UMPONMAHA, Dhawee",THA,Men
17051,"BRUNO, Luciano",ITA,Men
17052,"NYMAN, Joni",FIN,Men
17053,"BRELAND, Mark Anthony",USA,Men
17054,"AN, Young-Su",KOR,Men
17055,"TIOZZO, Christophe",FRA,Men
17056,"ZIELONKA, Manfred",FRG,Men
17057,"TATE, Frank",USA,Men
17058,"O'SULLIVAN, Shawn",CAN,Men
17059,"GONZALEZ, Aristides",PUR,Men
17060,"ZAOUI, Mohamed",ALG,Men
17061,"SHIN, Joon-Sup",KOR,Men
17062,"HILL, Virgil Eugene",USA,Men
17063,"HOLYFIELD, Evander",USA,Men
17064,"MOUSSA, Mustapha",ALG,Men
17065,"JOSIPOVIC, Antun",YUG,Men
17066,"BARRY, Kevin",NZL,Men
17067,"MUSONE, Angelo",ITA,Men
17068,"VANDERLIJDE, Arnold",NED,Men
17069,"TILLMAN, Henry",USA,Men
17070,"DEWIT, Willie",CAN,Men
17071,"JAKOBSEN, Henning Lynge",DEN,Men
17072,"EICKE, Ulrich",FRG,Men
17073,"CAIN, Lawrence",CAN,Men
17074,"OLARU, Costica",ROU,Men
17075,"CAIN, Lawrence",CAN,Men
17076,"JAKOBSEN, Henning Lynge",DEN,Men
17077,"HOYER, Didier",FRA,Men
17078,"RENAUD, Eric",FRA,Men
17079,"PATZAICHIN, Ivan",ROU,Men
17080,"SIMIONOV, Toma",ROU,Men
17081,"LJUBEK, Matija",YUG,Men
17082,"NISOVIC, Mirko",YUG,Men
17083,"MIGUEZ GOMEZ, Enrique",ESP,Men
17084,"SUAREZ AMADOR, Narciso",ESP,Men
17085,"LJUBEK, Matija",YUG,Men
17086,"NISOVIC, Mirko",YUG,Men
17087,"PATZAICHIN, Ivan",ROU,Men
17088,"SIMIONOV, Toma",ROU,Men
17089,"BARTON, Gregory Mark",USA,Men
17090,"THOMPSON, Alan Blair",NZL,Men
17091,"JANIC, Milan",YUG,Men
17092,"BREGEON, Bernard",FRA,Men
17093,"FERGUSON, Ian Gordon",NZL,Men
17094,"MOBERG, Lars-Erik",SWE,Men
17095,"DERCKX, Annemarie",NED,Women
17096,"ANDERSSON, Agneta",SWE,Women
17097,"SCHUTTPELZ, Barbara",FRG,Women
17098,"KELLY, Barry",AUS,Men
17099,"KENNY, Grant",AUS,Men
17100,"FISHER, Hugh",CAN,Men
17101,"MORRIS, Alwyn",CAN,Men
17102,"BREGEON, Bernard",FRA,Men
17103,"LEFOULON, Patrick",FRA,Men
17104,"FISHER, Hugh",CAN,Men
17105,"MORRIS, Alwyn",CAN,Men
17106,"FERGUSON, Ian Gordon",NZL,Men
17107,"MAC DONALD, Christopher Paul",NZL,Men
17108,"BENGTSSON, Per-Inge",SWE,Men
17109,"MOBERG, Lars-Erik",SWE,Men
17110,"IDEM, Josefa",FRG,Women
17111,"SCHUTTPELZ, Barbara",FRG,Women
17112,"ANDERSSON, Agneta",SWE,Women
17113,"OLSSON, Anna",SWE,Women
17114,"BARRE, Alexandra",CAN,Women
17115,"HOLLOWAY, Susan",CAN,Women
17116,"BAROUH, Francois",FRA,Men
17117,"BOCCARA, Philippe",FRA,Men
17118,"BOUCHERIT, Pascal",FRA,Men
17119,"VAVASSEUR, Didier",FRA,Men
17120,"BRAMWELL, Grant",NZL,Men
17121,"FERGUSON, Ian Gordon",NZL,Men
17122,"MAC DONALD, Christopher Paul",NZL,Men
17123,"THOMPSON, Alan Blair",NZL,Men
17124,"BENGTSSON, Per-Inge",SWE,Men
17125,"KARLS, Tommy",SWE,Men
17126,"MOBERG, Lars-Erik",SWE,Men
17127,"OHLSSON, Thomas",SWE,Men
17128,"BARRE, Alexandra",CAN,Women
17129,"GUAY, Lucie",CAN,Women
17130,"HOLLOWAY, Susan",CAN,Women
17131,"OLMSTEAD, Barbara",CAN,Women
17132,"CONSTANTIN, Agafia",ROU,Women
17133,"MARINESCU, Tecla",ROU,Women
17134,"NICHITOV-IONESCU, Nastasia",ROU,Women
17135,"STEFAN, Maria",ROU,Women
17136,"ANDERSSON, Agneta",SWE,Women
17137,"KARLSSON, Eva",SWE,Women
17138,"OLSSON, Anna",SWE,Women
17139,"WIBERG-GUNNARSSON, Susanne",SWE,Women
17140,"LAURITZEN, Dag Otto",NOR,Men
17141,"GREWAL, Alexi S.",USA,Men
17142,"BAUER, Stephen",CAN,Men
17143,"SCHUMACHER, Sandra",FRG,Women
17144,"CARPENTER-PHINNEY, Helen Constance",USA,Women
17145,"TWIGG, Rebecca Lynne",USA,Women
17146,"KIEFEL, Ronald Alexander",USA,Men
17147,"KNICKMAN, Clarence Roy",USA,Men
17148,"PHINNEY, Davis Welsh",USA,Men
17149,"WEAVER, Andrew Telsher",USA,Men
17150,"BARTALINI, Marcello",ITA,Men
17151,"GIOVANNETTI, Marco",ITA,Men
17152,"POLI, Eros",ITA,Men
17153,"VANDELLI, Claudio",ITA,Men
17154,"ACHERMANN, Alfred",SUI,Men
17155,"TRINKLER, Richard",SUI,Men
17156,"VIAL, Laurent",SUI,Men
17157,"WISS, Benno",SUI,Men
17158,"COLAS, Fabrice",FRA,Men
17159,"SCHMIDTKE, Fredy",FRG,Men
17160,"HARNETT, Curtis",CAN,Men
17161,"NITZ, Leonard Harvey",USA,Men
17162,"HEGG, Stephen Edward",USA,Men
17163,"GOLZ, Rolf",FRG,Men
17164,"YOUSHIMATZ, Jose Manuel",MEX,Men
17165,"ILEGEMS, Roger",BEL,Men
17166,"MESSERSCHMIDT, Uwe",FRG,Men
17167,"SAKAMOTO, Tsutomu",JPN,Men
17168,"GORSKI, Mark Brian",USA,Men
17169,"VAILS, Nelson Beasley",USA,Men
17170,"ALBER, Reinhard",FRG,Men
17171,"GOLZ, Rolf",FRG,Men
17172,"GUNTHER, Roland",FRG,Men
17173,"MARX, Michael",FRG,Men
17174,"GRENDA, Michael",AUS,Men
17175,"NICHOLS, Kevin",AUS,Men
17176,"TURTUR, Michael",AUS,Men
17177,"WOODS, Dean",AUS,Men
17178,"GRYLLS, David Mills",USA,Men
17179,"HEGG, Stephen Edward",USA,Men
17180,"MCDONOUGH, R.Patrick",USA,Men
17181,"NITZ, Leonard Harvey",USA,Men
17182,H:: LIMANDUS,SUI,Men
17183,"HOFER, Otto",SUI,Men
17184,"HOFER, Otto Josef",SUI,Men
17185,H:: AHLERICH,FRG,Men
17186,"KLIMKE, Reiner",FRG,Men
17187,H:: MARZOG,DEN,Women
17188,"JENSEN-TORNBLAD, Anne Grethe",DEN,Women
17189,"TORNBLAD-JENSEN, Anne",DEN,Women
17190,"KLIMKE, Reiner",FRG,Men
17191,"KRUG, Herbert",FRG,Men
17192,"SAUER, Uwe",FRG,Men
17193,"HOFER, Otto Josef",SUI,Men
17194,"BYLUND, Ingamay",SWE,Women
17195,"HAKANSSON, Ulla",SWE,Women
17196,"NATHORST, Louise",SWE,Women
17197,"DE BARY, Amy Catherine",SUI,Women
17198,"STUECKELBERGER, Christine",SUI,Women
17199,"TODD, Mark",NZL,Men
17200,"HOLGATE-LENG, Virginia",GBR,Women
17201,"STIVES-LENDE, Karen Elizabeth",USA,Women
17202,"ERHORN, Claus",FRG,Men
17203,"HOGREFE, Dietmar",FRG,Men
17204,"TESDORPF, Burkhard",FRG,Men
17205,"DAVIDSON, Bruce Oram",USA,Men
17206,"FLEISCHMANN, Torrance Watkins",USA,Men
17207,"PLUMB, John Michael",USA,Men
17208,"STARK, Ian",GBR,Men
17209,"OVERESCH-BOEKER, Bettina",FRG,Women
17210,"STIVES-LENDE, Karen Elizabeth",USA,Women
17211,"CLAPHAM, Diana",GBR,Women
17212,"HOLGATE-LENG, Virginia",GBR,Women
17213,"PRIOR-PALMER-GREEN, Lucinda",GBR,Women
17214,"FARGIS, Joseph Halpin, Iv",USA,Men
17215,"HOMFELD, Conrad E.",USA,Men
17216,"ROBBIANI, Adelheid",SUI,Women
17217,"LIGGES, Fritz",FRG,Men
17218,"LUTHER, Peter",FRG,Men
17219,"SCHOCKEMÖHLE, Paul",FRG,Men
17220,"SLOOTHAAK, Franke",FRG,Men
17221,"FARGIS, Joseph Halpin, Iv",USA,Men
17222,"HOMFELD, Conrad E.",USA,Men
17223,"GRUBB, Timothy",GBR,Men
17224,"SMITH, Steven",GBR,Men
17225,"WHITAKER, John Edwin",GBR,Men
17226,"WHITAKER, Michael",GBR,Men
17227,"BURR-HOWARD, Leslie Michele",USA,Women
17228,"SMITH, Melanie Ashworth",USA,Women
17229,"RIBOUD, Philippe",FRA,Men
17230,"BOISSE, Philippe",FRA,Men
17231,"VÄGGÖ, Björne",SWE,Men
17232,"BELLONE, Stefano",ITA,Men
17233,"CUOMO, Sandro",ITA,Men
17234,"FERRO, Cosimo",ITA,Men
17235,"MANZI, Roberto",ITA,Men
17236,"MAZZONI, Angelo",ITA,Men
17237,"BORRMANN, Elmar",FRG,Men
17238,"FISCHER, Volker",FRG,Men
17239,"HEER, Gerhard",FRG,Men
17240,"NICKEL, Rafael",FRG,Men
17241,"PUSCH, Alexander",FRG,Men
17242,"BOISSE, Philippe",FRA,Men
17243,"HENRY, Jean-Michel",FRA,Men
17244,"LENGLET, Olivier",FRA,Men
17245,"RIBOUD, Philippe",FRA,Men
17246,"SALESSE, Michel",FRA,Men
17247,"CERIONI, Stefano",ITA,Men
17248,"NUMA, Mauro",ITA,Men
17249,"BEHR, Matthias",FRG,Men
17250,"VACCARONI, Dorina",ITA,Women
17251,"LUAN, Ju-Jie",CHN,Women
17252,"HANISCH, Cornelia",FRG,Women
17253,"CERBONI, Marc",FRA,Men
17254,"GROC, Patrick",FRA,Men
17255,"JOLYOT, Pascal",FRA,Men
17256,"OMNES, Philippe",FRA,Men
17257,"PIETRUSZKA, Frederic",FRA,Men
17258,"BORELLA, Andrea",ITA,Men
17259,"CERIONI, Stefano",ITA,Men
17260,"CIPRESSA, Andrea",ITA,Men
17261,"NUMA, Mauro",ITA,Men
17262,"SCURI, Angelo",ITA,Men
17263,"BECK, Frank",FRG,Men
17264,"BEHR, Matthias",FRG,Men
17265,"GEY, Matthias",FRG,Men
17266,"HEIN, Harald",FRG,Men
17267,"REICHERT, Klaus",FRG,Men
17268,"BROUQUIER, Veronique",FRA,Women
17269,"LATRILLE-GAUDIN, Brigitte",FRA,Women
17270,"MEYGRET, Anne",FRA,Women
17271,"MODAINE, Laurence",FRA,Women
17272,"TRINQUET-HACHIN, Pascale",FRA,Women
17273,"BISCHOFF, Sabine",FRG,Women
17274,"FUNKENHAUSER, Zita-Eva",FRG,Women
17275,"HANISCH, Cornelia",FRG,Women
17276,"KIRCHEIS-WESSEL, Ute",FRG,Women
17277,"WEBER, Christiane",FRG,Women
17278,"DAN, Aurora",ROU,Women
17279,"GUZGANU-TUFAN, Elisabeta",ROU,Women
17280,"MOLDOVAN-ZSAK, Marcela",ROU,Women
17281,"OROS, Rozalia",ROU,Women
17282,"WEBER-KOSZTO, Monika",ROU,Women
17283,"WESTBROOK, Peter Jonathan",USA,Men
17284,"LAMOUR, Jean-Francois",FRA,Men
17285,"MARIN, Marco",ITA,Men
17286,"CHICULITA, Alexandru",ROU,Men
17287,"MARIN, Corneliu",ROU,Men
17288,"MUSTATA, Marin",ROU,Men
17289,"POP, Ioan",ROU,Men
17290,"SZABO, Vilmos",ROU,Men
17291,"ARCIDIACONO, Angelo",ITA,Men
17292,"DALLA BARBA, Gianfranco",ITA,Men
17293,"MARIN, Marco",ITA,Men
17294,"MEGLIO, Ferdinando",ITA,Men
17295,"SCALZO, Giovanni",ITA,Men
17296,"DELRIEU, Philippe",FRA,Men
17297,"DUCHEIX, Franck",FRA,Men
17298,"GRANGER-VEYRON, Herve",FRA,Men
17299,"GUICHOT, Pierre",FRA,Men
17300,"LAMOUR, Jean-Francois",FRA,Men
17301,"BALJIC, Mirsad",YUG,Men
17302,"BAZDAREVIC, Mehmed",YUG,Men
17303,"CAPLJIC, Vlado",YUG,Men
17304,"CVETKOVIC, Borislav",YUG,Men
17305,"DEVERIC, Stjepan",YUG,Men
17306,"DJUROVSKI, Milko",YUG,Men
17307,"ELSNER, Marko",YUG,Men
17308,"GRACAN, Nenad",YUG,Men
17309,"IVKOVIC, Tomislav",YUG,Men
17310,"KATANEC, Srecko",YUG,Men
17311,"MILJUS, Branko",YUG,Men
